"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"2732","Upper West","Lawra","Nanyaari CHPS","CHPS","Nanyaari","Government",10.64074,-2.8536,52.64074,52.64074
"2733","Upper West","Lawra","Ko Health Centre","Health Centre","Ko","CHAG",10.78969,-2.72994,52.78969,52.78969
"2734","Upper West","Nadowli","Kamahegu CHPS","CHPS","Kamahegu","Government",10.49047,-2.49141,52.49047,52.49047
"2735","Upper West","Nadowli","Bussie Health Centre","Health Centre","Bussie","Government",10.49066,-2.50068,52.49066,52.49066
"2736","Upper West","Nadowli","Charikpong Health Centre","Health Centre","Gabilee","Government",10.35723,-2.78414,52.35723,52.35723
"2737","Upper West","Nadowli","Daffiama Health Centre","Health Centre","Chekali","Government",10.4238,-2.56187,52.4238,52.4238
"2738","Upper West","Nadowli","Dapuori Health Centre","Health Centre","Dapuori","Government",10.87584,-2.6527,52.87584,52.87584
"2739","Upper West","Nadowli","Fian Health Centre","Health Centre","Fian","Government",10.38618,-2.46862,52.38618,52.38618
"2740","Upper West","Nadowli","Naro CHPS","CHPS","Naro","Government",10.31828,-2.46513,52.31828,52.31828
"2741","Upper West","Nadowli","Issa Health Centre","Health Centre","Issa","Government",10.38425,-2.32807,52.38425,52.38425
"2742","Upper West","Nadowli","Jang Health Centre","Health Centre","Jang","Government",10.19736,-2.45978,52.19736,52.19736
"2743","Upper West","Nadowli","Kaleo Health Centre","Health Centre","Kaleo","CHAG",10.17137,-2.54686,52.17137,52.17137
"2744","Upper West","Nadowli","Sankana CHPS","CHPS","Sankana","Government",10.19884,-2.59114,52.19884,52.19884
"2745","Upper West","Nadowli","Ahmadiya Mission Hospital","Hospital","Kaleo","Islamic",10.1697,-2.54172,52.1697,52.1697
"2746","Upper West","Nadowli","Kojokpere Health Centre","Health Centre","Kojokpere","Government",10.36052,-2.23234,52.36052,52.36052
"2747","Upper West","Nadowli","Goli CHPS","CHPS","Goli","Government",10.30059,-2.62405,52.30059,52.30059
"2748","Upper West","Nadowli","Nadowli District  Hospital","District Hospital","Nadowli","Government",10.36238,-2.65785,52.36238,52.36238
"2749","Upper West","Nadowli","Nadowli RCH","RCH","Nadowli","Government",10.36238,-2.65785,52.36238,52.36238
"2750","Upper West","Nadowli","Cheri-Sombo CHPS","CHPS","Cheri-sombo","Government",10.30419,-2.68883,52.30419,52.30419
"2751","Upper West","Nadowli","Nadowli District Health Directorate","District Health Directorate","Nadowli","Government",10.36267,-2.65878,52.36267,52.36267
"2752","Upper West","Nadowli","Nanvilli Health Centre","Health Centre","Nanvilli","CHAG",10.22885,-2.71178,52.22885,52.22885
"2753","Upper West","Nadowli","Sombo Health Centre","Health Centre","Sombo","Government",10.25833,-2.55833,52.25833,52.25833
"2754","Upper West","Nadowli","Nator CHPS","CHPS","Nator","Government",10.26844,-2.65501,52.26844,52.26844
"2755","Upper West","Nadowli","Takpo Health Centre","Health Centre","Takpo","Government",10.21344,-2.6503,52.21344,52.21344
"2756","Upper West","Sissala East","Kulfuo Health Centre","Health Centre","Kulfuo","Government",10.60463,-1.91881,52.60463,52.60463
"2757","Upper West","Sissala East","Kunchogu Health Centre","Health Centre","Kunchogu","Government",10.861528,-1.672028,52.861528,52.861528
"2758","Upper West","Sissala East","Nabugubelle Health Centre","Health Centre","Nabugubelle","Government",10.70826,-1.86694,52.70826,52.70826
"2759","Upper West","Sissala East","Nabulo Health Centre","Health Centre","Nabulo","Government",10.48354,-1.79061,52.48354,52.48354
"2760","Upper West","Sissala East","Sakia CHPS","CHPS","Sakia","Government",10.73223,-1.96607,52.73223,52.73223
"2761","Upper West","Sissala East","Tumu RCH","RCH","Tumu","Government",10.87574,-1.98671,52.87574,52.87574
"2762","Upper West","Sissala East","Tumu District Hospital","District Hospital","Tumu","Government",10.87758,-1.98649,52.87758,52.87758
"2763","Upper West","Sissala East","Sissala East Distirict Health Directorate","District Health Directorate","Tumu","Government",10.87584,-1.98668,52.87584,52.87584
"2764","Upper West","Sissala East","Wellembelle Health Centre","Health Centre","Wellembelle","Government",10.49278,-1.93614,52.49278,52.49278
"2765","Upper West","Sissala West","St. Gerhard Health Centre","Health Centre","Fiemuo","CHAG",10.97307,-2.59729,52.97307,52.97307
"2766","Upper West","Sissala West","Gwollu Health Centre","Health Centre","Gwollu","Government",10.98236,-2.22292,52.98236,52.98236
"2767","Upper West","Sissala West","Sissala West District Health Directorate","District Health Directorate","Gwollu","Government",10.98303,-2.22246,52.98303,52.98303
"2768","Upper West","Sissala West","Jeffisi Health Centre","Health Centre","Jeffisi","Government",10.77011,-2.26815,52.77011,52.77011
"2769","Upper West","Sissala West","Zini Health Centre","Health Centre","Zini","Government",10.86016,-2.4089,52.86016,52.86016
"2770","Upper West","Wa East","Baayiri Health Centre","Health Centre","Charingu","Government",10.18576,-2.32134,52.18576,52.18576
"2771","Upper West","Wa East","Bulenga Health Centre","Health Centre","Bulenga","Government",9.93698,-2.20738,51.93698,51.93698
"2772","Upper West","Wa East","St. John's Health Centre","Health Centre","Funsi","CHAG",10.29971,-1.97081,52.29971,52.29971
"2773","Upper West","Wa East","Wa East District Health Directorate","District Health Directorate","Funsi","Government",10.29971,-1.97081,52.29971,52.29971
"2774","Upper West","Wa East","Holomuni Health Centre","Health Centre","Holomuni","Government",9.91628,-1.77969,51.91628,51.91628
"2775","Upper West","Wa East","Kundugu Health Centre","Health Centre","Kundugu","CHAG",10.13225,-1.74884,52.13225,52.13225
"2776","Upper West","Wa East","Loggu Health Centre","Health Centre","Loggu","Government",9.90349,-2.35382,51.90349,51.90349
"2777","Upper West","Wa East","Yaala Health Centre","Health Centre","Yaala","Government",10.12777,-1.83648,52.12777,52.12777
"2778","Upper West","Wa Municipal","Busa Health Centre","Health Centre","Busa","Government",10.02056,-2.39099,52.02056,52.02056
"2779","Upper West","Wa Municipal","Charia Health Centre","Health Centre","Charia","Government",10.06355,-2.34146,52.06355,52.06355
"2780","Upper West","Wa Municipal","Arch Bishop Dery Memorial Hospital","Hospital","Konta","Private",10.04861,-2.49245,52.04861,52.04861
"2781","Upper West","Wa Municipal","Hajia Rahinatu Sena Maternity Home","Maternity Home","Wa kabanye","Private",10.05653,-2.50066,52.05653,52.05653
"2782","Upper West","Wa Municipal","Jamiatu Islamic Hospital","Hospital","Airstrip","Private",10.08028,-2.51439,52.08028,52.08028
"2783","Upper West","Wa Municipal","Kperisi CHPS","CHPS","Kperisi","Government",10.11981,-2.45597,52.11981,52.11981
"2784","Upper West","Wa Municipal","Nut-Rehab Centre","Clinic","Wa","Government",10.06041,-2.5003,52.06041,52.06041
"2785","Upper West","Wa Municipal","Sena Clinic","Clinic","Tendamba","Private",10.05393,-2.50505,52.05393,52.05393
"2786","Upper West","Wa Municipal","Ahmadiya Muslim Clinic","Clinic","Kpaguri","Islamic",10.05382,-2.51601,52.05382,52.05382
"2787","Upper West","Wa Municipal","Al-Azhar Clinic","Clinic","Wapani","Private",10.0649,-2.50552,52.0649,52.0649
"2788","Upper West","Wa Municipal","Wa RCH","RCH","Wa","Government",10.06041,-2.5003,52.06041,52.06041
"2789","Upper West","Wa Municipal","Upper West Regional Hospital","Regional Hospital","Wa","Government",10.05537,-2.49806,52.05537,52.05537
"2790","Upper West","Wa Municipal","Wa Municipal Health Directorate","Municipal Health Directorate","Wa","Government",10.05804,-2.49935,52.05804,52.05804
"2791","Upper West","Wa Municipal","Wa Regional Health Directorate","Regional Health Directorate","Wa","Government",10.06016,-2.50076,52.06016,52.06016
"2792","Upper West","Wa West","Dorimon Health Centre","Health Centre","Dorimon","Government",10.03485,-2.68508,52.03485,52.03485
"2793","Upper West","Wa West","Eggu Health Centre","Health Centre","Eggu","Government",10.14579,-2.67158,52.14579,52.14579
"2794","Upper West","Wa West","Chogsia CHPS","CHPS","Chogsia","Government",9.76549,-2.5638,51.76549,51.76549
"2795","Upper West","Wa West","Gurungu Health Centre","Health Centre","Gurungu","Government",9.72288,-2.57621,51.72288,51.72288
"2796","Upper West","Wa West","Lassia Tuolu Health Centre","Health Centre","Lassia tuolu","CHAG",9.83749,-2.60251,51.83749,51.83749
"2797","Upper West","Wa West","Vieri CHPS","CHPS","Vieri","Government",9.92946,-2.59469,51.92946,51.92946
"2798","Upper West","Wa West","Poyentanga Health Centre","Health Centre","Poyentanga","Government",9.8663,-2.46372,51.8663,51.8663
"2799","Upper West","Wa West","Progress Maternity Home","Maternity Home","Nyoli","Private",9.79036,-2.51505,51.79036,51.79036
"2800","Upper West","Wa West","Dornye CHPS","CHPS","Dornye","Government",9.68347,-2.70487,51.68347,51.68347
"2801","Upper West","Wa West","Wechau Health Centre","Health Centre","Wechau","Government",9.82637,-2.6839,51.82637,51.82637
"2802","Upper West","Wa West","Wa West Dstrict Health Directorate","District Health Directorate","Wechau","Government",9.82637,-2.6839,51.82637,51.82637
"2803","Upper West","Lambussie","Henteng CHPS","CHPS","Henteng","Government",10.55812,-2.37083,52.55812,52.55812
"2804","Upper West","Jirapa","Ping CHPS","CHPS","Ping","Government",10.37467,-2.30288,52.37467,52.37467
"2805","Upper West","Lambussie","Sentu CHPS","CHPS","Samoa","Government",10.79589,-2.66981,52.79589,52.79589
"2806","Upper West","Jirapa","Somboro CHPS","CHPS","Somboro","Government",10.48192,-2.65036,52.48192,52.48192
"2807","Upper West","Lambussie","Suke CHPS","CHPS","Suke","Government",10.50966,-2.30977,52.50966,52.50966
"2808","Upper West","Lambussie","Lambussie District Health Directorate","District Health Directorate","Lambussie","Government",10.50966,-2.30977,52.50966,52.50966
"2809","Upper West","Lawra","Biro CHPS","CHPS","Biro","Government",10.28673,-2.5108,52.28673,52.28673
"2810","Upper West","Lawra","Tankyaara CHPS","CHPS","Tankyaara","Government",10.28673,-2.5108,52.28673,52.28673
"2811","Upper West","Lawra","Tuopare CHPS","CHPS","Tuopare","Government",10.45733,-2.42345,52.45733,52.45733
"2812","Upper West","Lawra","Dikpe CHPS","CHPS","Dikpe","Government",10.38689,-2.5556,52.38689,52.38689
"2813","Upper West","Lawra","Kokoligu CHPS","CHPS","Kokoligu","Government",10.38689,-2.5556,52.38689,52.38689
"2814","Upper West","Lawra","Lawra Methodist Clinic","Clinic","Lawra","CHAG",10.38689,-2.5556,52.38689,52.38689
"2815","Upper West","Lawra","Rabito Clinic","Clinic","Nandom","Private",10.38689,-2.5556,52.38689,52.38689
"2816","Upper West","Lawra","Zambo Health Centre","Health Centre","Badi","Government",10.65352,-2.84888,52.65352,52.65352
"2817","Upper West","Nadowli","Sampina CHPS","CHPS","Sampina","Government",10.19332,-2.48783,52.19332,52.19332
"2818","Upper West","Nadowli","Duong CHPS","CHPS","Duong","Government",10.20917,-2.32978,52.20917,52.20917
"2819","Upper West","Nadowli","Kpazie CHPS","CHPS","Kpazie","Government",10.20917,-2.32978,52.20917,52.20917
"2820","Upper West","Nadowli","Samanbo CHPS","CHPS","Samanbo","Government",10.2902,-2.18107,52.2902,52.2902
"2821","Upper West","Nadowli","Tabiesi CHPS","CHPS","Tabiesi","Government",10.2902,-2.18107,52.2902,52.2902
"2822","Upper West","Nadowli","Kanyini CHPS","CHPS","Kanyini","Government",10.16023,-2.2956,52.16023,52.16023
"2823","Upper West","Nadowli","Challa CHPS","CHPS","Challa","Government",10.18016,-2.13909,52.18016,52.18016
"2824","Upper West","Sissala East","Bawiesibella CHPS","CHPS","Bawiesibella","Government",10.15213,-1.44512,52.15213,52.15213
"2825","Upper West","Sissala West","Buo CHPS","CHPS","Buo","Government",10.15213,-1.44512,52.15213,52.15213
"2826","Upper West","Sissala West","Duwie CHPS","CHPS","Duwie","Government",10.15213,-1.44512,52.15213,52.15213
"2827","Upper West","Wa East","Goh CHPS","CHPS","Goh","Government",10.10873,-2.13551,52.10873,52.10873
"2828","Upper West","Wa East","Kattaa CHPS","CHPS","Kattaa","Government",10.10873,-2.13551,52.10873,52.10873
"2829","Upper West","Wa East","Naaha CHPS","CHPS","Naaha","Government",10.10873,-2.13551,52.10873,52.10873
"2830","Upper West","Wa East","Ducie CHPS","CHPS","Ducie","Government",9.50208,-1.59546,51.50208,51.50208
"2831","Upper West","Wa East","Kpaglahi CHPS","CHPS","Kpaglahi","Government",9.50208,-1.59546,51.50208,51.50208
"2832","Upper West","Wa East","Buffiamah CHPS","CHPS","Buffiamah","Government",9.50208,-1.59546,51.50208,51.50208
"2833","Upper West","Wa East","Katua CHPS","CHPS","Katua","Government",9.59185,-1.55494,51.59185,51.59185
"2834","Upper West","Wa East","Biitenga CHPS","CHPS","Bitenga","Government",9.59185,-1.55494,51.59185,51.59185
"2835","Upper West","Wa East","Jeyiri CHPS","CHPS","Jeyiri","Government",9.59185,-1.55494,51.59185,51.59185
"2836","Upper West","Wa East","Samuel Saidu Memorial Clinic","Clinic","Baayiri","Government",9.59185,-1.55494,51.59185,51.59185
"2837","Upper West","Wa Municipal","Bamahu CHPS","CHPS","Bamahu","Government",9.56995,-2.23418,51.56995,51.56995
"2838","Upper West","Wa Municipal","Boli CHPS","CHPS","Boli","Government",9.56995,-2.23418,51.56995,51.56995
"2839","Upper West","Wa Municipal","Piisi CHPS","CHPS","Piisi","Government",9.56995,-2.23418,51.56995,51.56995
"2840","Upper West","Wa Municipal","Jonga CHPS","CHPS","Jonga","Government",10.03265,-2.25044,52.03265,52.03265
"2841","Upper West","Wa Municipal","Dobile CHPS","CHPS","Dobile","Government",10.04092,-2.30982,52.04092,52.04092
"2842","Upper West","Wa Municipal","Kpomgu CHPS","CHPS","Kpomgu","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2843","Upper West","Wa Municipal","Nakora CHPS","CHPS","Nakora","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2844","Upper West","Wa Municipal","Dondoli CHPS","CHPS","Dondoli","Government",10.04063,-2.29734,52.04063,52.04063
"2845","Upper West","Wa Municipal","Kumbiehi CHPS","CHPS","Kumbiehi","Government",10.0512,-2.30109,52.0512,52.0512
"2846","Upper West","Wa Municipal","Tampalipaani CHPS","CHPS","Tampalipaani","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2847","Upper West","Wa Municipal","Market Clinic","Clinic","Fadama","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2848","Upper West","Wa Municipal","STI  Clinic","Clinic","Community Centre","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2849","Upper West","Wa Municipal","Konta North","Clinic","Konta","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2850","Upper West","Wa Municipal","Charingu Health Centre","Health Centre","Charingu","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2851","Upper West","Wa Municipal","Kambali Health Centre","Health Centre","Kambali","Government",9.9838532,-2.2236667,51.9838532,51.9838532
"2852","Upper West","Wa Municipal","Wa Urban Health Centre","Health Centre","Wa Urban","Government",10.06041,-2.5003,52.06041,52.06041
"2853","Upper West","Wa West","Dabo CHPS","CHPS","Dabo","Government",10.0702,-2.4596,52.0702,52.0702
"2854","Upper West","Wa West","Metteu CHPS","CHPS","Metteu","Government",9.9360149,-2.6586401,51.9360149,51.9360149
"2855","Upper West","Wa West","Jenebob CHPS","CHPS","Jenebob","Government",9.9360149,-2.6586401,51.9360149,51.9360149
"2856","Upper West","Wa West","Ga CHPS","CHPS","Garu","Government",9.9360149,-2.6586401,51.9360149,51.9360149
"2857","Upper West","Wa West","Kunchelleyiri CHPS","CHPS","Kunchelleyiri","Government",9.45462,-2.21965,51.45462,51.45462
"2858","Upper West","Lambussie","Sentu CHPS","CHPS","Samoa","Government",10.79589,-2.66981,52.79589,52.79589
"2859","Upper West","Jirapa","Jirapa Nurses Training Colleage","Training Institution","Jirapa","Government",10.533333,-2.7,52.533333,52.533333
"2860","Upper West","Jirapa","Jirapa Community Health Nurses Training School","Training Institution","Jirapa","Government",10.533333,-2.7,52.533333,52.533333
"2861","Upper West","Jirapa","Jirapa Midwifery Training School","Training Institution","Jirapa","Government",10.533333,-2.7,52.533333,52.533333
"2862","Upper West","Wa","Wa Health Assistants Training School","Training Institution","Wa","Government",10.0666667,-2.5,52.0666667,52.0666667
"2863","Volta","Adaklu-Anyigbe","Adaklu Hlekpe Health Centre","Health Centre","Adaklu Hlekpe","Government",6.49032,0.48773,48.49032,48.49032
"2864","Volta","Adaklu-Anyigbe","Ziope Health Centre","Health Centre","Ziope","Government",6.4216,0.73793,48.4216,48.4216
"2865","Volta","Adaklu-Anyigbe","Adaklu Ahunda Health Centre","Health Centre","Adaklu Ahunda","Government",6.28798,0.54468,48.28798,48.28798
"2866","Volta","Adaklu-Anyigbe","Kpetoe Health Centre","Health Centre","Kpetoe","Government",6.54767,0.69357,48.54767,48.54767
"2867","Volta","Adaklu-Anyigbe","Adaklu Waya   Health Centre","Health Centre","Adaklu Waya","Government",6.44801,0.62388,48.44801,48.44801
"2868","Volta","Adaklu-Anyigbe","Salvation Army Clinic","Health Centre","Adaklu Sopa","CHAG",6.38347,0.63826,48.38347,48.38347
"2869","Volta","Adaklu-Anyigbe","Keyime Health Centre","Health Centre","Keyime","Government",6.34644,0.714,48.34644,48.34644
"2870","Volta","Adaklu-Anyigbe","Wudzedeke Health Centre","Health Centre","Wudzedeke","Government",6.35311,0.6907,48.35311,48.35311
"2871","Volta","Adaklu-Anyigbe","Adaklu-Anyigbe District Health Directorate","District Health Directorate","Kpetoe","Government",6.5428,0.69945,48.5428,48.5428
"2872","Volta","Ho Municipal","Ho Community Health Nurses Training School","Training Institution","Ho","Government",6.5994,0.47897,48.5994,48.5994
"2873","Volta","Ho Municipal","Ho Nurses Training College","Training Institution","Ho","Government",6.59994,0.47897,48.59994,48.59994
"2874","Volta","Ho Municipal","Ho Municipal Health Directorate","Municipal Health Directorate","Ho","Government",6.61074,0.46777,48.61074,48.61074
"2875","Volta","Ho Municipal","Steve Biko Clinic","Clinic","Ho","Private",6.60425,0.4817,48.60425,48.60425
"2876","Volta","Ho Municipal","Gisella Memorial Clinic","Clinic","Abutia Kpota","Private",6.42495,0.2882,48.42495,48.42495
"2877","Volta","Ho Municipal","Akpe Na Mawu Clinic","Clinic","Ho","Private",6.59496,0.45248,48.59496,48.59496
"2878","Volta","Ho Municipal","Hofedo RCH","RCH","Hofedo","Government",6.599779,0.471394,48.599779,48.599779
"2879","Volta","Ho Municipal","Takla CHPS","CHPS","Takla","Government",6.599779,0.471394,48.599779,48.599779
"2880","Volta","Ho Municipal","Dededo CHPS","CHPS","Dededo","Government",6.599779,0.471394,48.599779,48.599779
"2881","Volta","Ho Municipal","St John's Clinic (ENT)","Clinic","Ho","Private",6.599779,0.471394,48.599779,48.599779
"2882","Volta","Ho Municipal","Dr. Quaye Infirmery","Clinic","Ho","Private",6.599779,0.471394,48.599779,48.599779
"2883","Volta","Ho Municipal","Council Hall RCH","RCH","Ho","Government",6.599779,0.471394,48.599779,48.599779
"2884","Volta","Ho Municipal","Abutia Kpota RCH","RCH","Abutia Kpota","Private",6.599779,0.471394,48.599779,48.599779
"2885","Volta","Ho Municipal","Alalale RCH","RCH","Ho RTC","Government",6.599779,0.471394,48.599779,48.599779
"2886","Volta","Ho Municipal","Dora's Maternity Home","Maternity Home","Kpedze","Private",6.599779,0.471394,48.599779,48.599779
"2887","Volta","Ho Municipal","Nightingale maternity Home","Maternity Home","Nyive","Private",6.599779,0.471394,48.599779,48.599779
"2888","Volta","Ho Municipal","Miracle Life Clinic","Hospital","Ho","Private",6.59855,0.46523,48.59855,48.59855
"2889","Volta","Ho Municipal","Tsibu Health Centre","Health Centre","Tsibu","Government",6.57815,0.27885,48.57815,48.57815
"2890","Volta","Ho Municipal","Taviafe Health Centre","Health Centre","Taviafe","Government",6.66395,0.47341,48.66395,48.66395
"2891","Volta","Ho Municipal","Dodome Teleafenu  Health Centre","Health Centre","Dodome Teleafenu","Government",6.8033,0.50415,48.8033,48.8033
"2892","Volta","Ho Municipal","Saviefe Agorkpo Health Centre","Health Centre","Saviefe Agorkpo","Government",6.784067,0.411633,48.784067,48.784067
"2893","Volta","Ho Municipal","Ho Polyclinic","Polyclinic","Ho","Government",6.60289,0.49271,48.60289,48.60289
"2894","Volta","Ho Municipal","Amedzofe Health Centre","Health Centre","Amedzope","Government",6.85153,0.43555,48.85153,48.85153
"2895","Volta","Ho Municipal","Hodzoga Health Centre","Health Centre","Hodzoga","Government",6.67156,0.57846,48.67156,48.67156
"2896","Volta","Ho Municipal","Shia Health Centre","Health Centre","Shia","Government",6.79456,0.56212,48.79456,48.79456
"2897","Volta","Ho Municipal","Abutia Kloe Health Centre","Health Centre","Abutia Kloe","Government",6.4841,0.34725,48.4841,48.4841
"2898","Volta","Ho Municipal","Fume Health Centre","Health Centre","Fume","Government",6.878533,0.42045,48.878533,48.878533
"2899","Volta","Ho Municipal","Dzolo Gbogame Health Centre","Health Centre","Dzolo Gbogame","Government",6.77545,0.47681,48.77545,48.77545
"2900","Volta","Ho Municipal","Dodome Awiasu Health Centre","Health Centre","Dodome Awiasu","Government",6.76756,0.51627,48.76756,48.76756
"2901","Volta","Ho Municipal","Nyive Health Centre","Health Centre","Nyive","Government",6.76168,0.57856,48.76168,48.76168
"2902","Volta","Ho Municipal","Lume Health Centre","Health Centre","Lume","Government",6.76022,0.51531,48.76022,48.76022
"2903","Volta","Ho Municipal","Atikpui Health Centre","Health Centre","Atikpui","Government",6.74583,0.62377,48.74583,48.74583
"2904","Volta","Ho Municipal","Ziave Health Centre","Health Centre","Ziavi","Government",6.65039,0.44264,48.65039,48.65039
"2905","Volta","Ho Municipal","Tanyigbe Health Centre","Health Centre","Tanyigbe","Government",6.69613,0.52185,48.69613,48.69613
"2906","Volta","Ho Municipal","Klefe Health Centre","Health Centre","Klefe","Government",6.6184,0.44442,48.6184,48.6184
"2907","Volta","Ho Municipal","Gbadzeme Health Centre","Health Centre","Gbadzeme","Government",6.86116,0.44132,48.86116,48.86116
"2908","Volta","Ho Municipal","Vane Health Centre","Health Centre","Vane","Government",6.82417,0.42248,48.82417,48.82417
"2909","Volta","Ho Municipal","Dzolo Kpuita Health Centre","Health Centre","Dzolo Kpuita","Government",6.73469,0.44479,48.73469,48.73469
"2910","Volta","Ho Municipal","Matse Health Centre","Health Centre","Matse","Government",6.68861,0.48231,48.68861,48.68861
"2911","Volta","Ho Municipal","Tokokoe Health Centre","Health Centre","Tokokoe","Government",6.71853,0.55557,48.71853,48.71853
"2912","Volta","Ho Municipal","Akoefe Health Centre","Health Centre","Akoefe","Government",6.65595,0.51331,48.65595,48.65595
"2913","Volta","Ho Municipal","Kpedze Health Centre","Health Centre","Kpedze","Government",6.8463,0.50409,48.8463,48.8463
"2914","Volta","Ho Municipal","Tsito Health Centre","Health Centre","Tsito","Government",6.55093,0.30134,48.55093,48.55093
"2915","Volta","Ho Municipal","Abutia Agove Health Centre","Health Centre","Abutia Agove","Government",6.505783,0.364633,48.505783,48.505783
"2916","Volta","Ho Municipal","Akrofu Health Centre","Health Centre","Akrofu","Government",6.63283,0.37881,48.63283,48.63283
"2917","Volta","Ho Municipal","Hlefi Health Centre","Health Centre","Hlefi","Government",6.7208,0.376117,48.7208,48.7208
"2918","Volta","Ho Municipal","Ho E. P. Clinic","Health Centre","Ho","CHAG",6.60187,0.47638,48.60187,48.60187
"2919","Volta","Ho Municipal","Volta Regional Hospital","Regional Hospital","Ho","Government",6.60215,0.48421,48.60215,48.60215
"2920","Volta","Ho Municipal","Ho Municipal Hospital","Municipal Hospital","Ho","Government",6.60926,0.46805,48.60926,48.60926
"2921","Volta","Ho Municipal","7 MRS (Military Hospital)","Hospital","Ho","Quasi-Government",6.61737,0.48768,48.61737,48.61737
"2922","Volta","Hohoe","Hohoe Midwifery Training School","Training Institution","Hohoe","Government",7.15849,0.47239,49.15849,49.15849
"2923","Volta","Hohoe","Hohoe District Health Directorate","District Health Directorate","Hohoe","Government",7.14836,0.47274,49.14836,49.14836
"2924","Volta","Hohoe","Leklebi Kame Health Centre","Health Centre","Leklebi Kame","Government",6.96778,0.51587,48.96778,48.96778
"2925","Volta","Hohoe","Soba Liati Health Centre","Health Centre","Soba Liati","Government",7.01016,0.51274,49.01016,49.01016
"2926","Volta","Hohoe","Logba Tota Health Centre","Health Centre","Logba Tota","Government",6.89008,0.45336,48.89008,48.89008
"2927","Volta","Hohoe","Gbi Wegbe Health Centre","Health Centre","Gbi Wegbe","Government",7.11135,0.45891,49.11135,49.11135
"2928","Volta","Hohoe","Akpafu Adorkor Health Centre","Health Centre","Akpafu Adorkor","Government",7.28125,0.528083,49.28125,49.28125
"2929","Volta","Hohoe","Santrokofi Health Centre","Health Centre","Santrokofi","Government",7.21485,0.47205,49.21485,49.21485
"2930","Volta","Hohoe","Ve Golokwati Health Centre","Health Centre","Ve Golokwati","Government",7.00071,0.43755,49.00071,49.00071
"2931","Volta","Hohoe","Lolobi Kumase Health Centre","Health Centre","Lolobi Kumase","Government",7.21877,0.52861,49.21877,49.21877
"2932","Volta","Hohoe","Fodome Helu Health Centre","Health Centre","Fodome Helu","Government",7.07424,0.50712,49.07424,49.07424
"2933","Volta","Hohoe","Likpe Abrani Health Centre","Health Centre","Likpe Abrani","Government",7.2479,0.559733,49.2479,49.2479
"2934","Volta","Hohoe","Tafi Agoeme Health Centre","Health Centre","Tafi Agoeme","Government",6.84859,0.39238,48.84859,48.84859
"2935","Volta","Hohoe","Ve Hoeme Health Centre","Health Centre","Ve Hoeme","Government",6.95761,0.45874,48.95761,48.95761
"2936","Volta","Hohoe","Likpe Kukurntumi Health Centre","Health Centre","Likpe Kukurntumi","Government",7.26183,0.56834,49.26183,49.26183
"2937","Volta","Hohoe","Logba Vuinta Health Centre","Health Centre","Logba Vuinta","Government",6.92311,0.46091,48.92311,48.92311
"2938","Volta","Hohoe","Akpafu Mempeasem Health Centre","Health Centre","Akpafu Mempeasem","Government",7.249967,0.4825,49.249967,49.249967
"2939","Volta","Hohoe","Gbledi Health Centre","Health Centre","Gbledi","Government",7.03232,0.55932,49.03232,49.03232
"2940","Volta","Hohoe","Likpe Bala Health Centre","Health Centre","Likpe Bala","Government",7.203,0.60788,49.203,49.203
"2941","Volta","Hohoe","Likpe Bakwa Health Centre","Health Centre","Likpe Bakwa","Government",7.16317,0.58214,49.16317,49.16317
"2942","Volta","Hohoe","Nyagbo Gagbefe Health Centre","Health Centre","Nyagbo Gagbefe","Government",6.81945,0.37475,48.81945,48.81945
"2943","Volta","Hohoe","Nyangbo Sroe Health Centre","Health Centre","Nyangbo Sroe","Government",6.77367,0.37709,48.77367,48.77367
"2944","Volta","Hohoe","Fodome Ahor Health Centre","Health Centre","Fodome Ahor","Government",7.08445,0.55947,49.08445,49.08445
"2945","Volta","Hohoe","Goviefe Agodome Health Centre","Health Centre","Goviefe Agodome","Government",6.71463,0.33663,48.71463,48.71463
"2946","Volta","Hohoe","Alavanyo Health Centre","Health Centre","Alavanyo","Government",7.1199,0.3578,49.1199,49.1199
"2947","Volta","Hohoe","St. George's Health Centre","Health Centre","Soba Liati","CHAG",6.98529,0.48962,48.98529,48.98529
"2948","Volta","Hohoe","Hohoe Government Hospital","District Hospital","Hohoe","Government",7.15849,0.47239,49.15849,49.15849
"2949","Volta","Hohoe","Wli Afegame Health Centre","Health Centre","Wli Afegame","Government",7.11633,0.58649,49.11633,49.11633
"2950","Volta","Hohoe","Leklebi Duga Health Centre","Health Centre","Leklebi  Duga","Government",6.95983,0.49854,48.95983,48.95983
"2951","Volta","Hohoe","Fodome Woe CHPS","CHPS","Fodome Woe","Government",7.06954,0.51707,49.06954,49.06954
"2952","Volta","Hohoe","Logba Alakpeti Health Centre","Health Centre","Logba Alakpeti","Government",6.8902,0.42874,48.8902,48.8902
"2953","Volta","Hohoe","Akpafu Adomi Community Clinic","Clinic","Akpafu Odomi","Government",7.27607,0.47742,49.27607,49.27607
